shot,ageSeconds,x,y,z
1,0,0.14764404296875,1.4122314453125,0.5272216796875
1,0.0083333333333333332,0.1502685546875,1.41229248046875,0.9105224609375
1,0.016666666666666666,0.15289306640625,1.412353515625,1.29388427734375
1,0.025,0.155517578125,1.41241455078125,1.67718505859375
1,0.033333333333333333,0.15814208984375,1.41253662109375,2.060546875
1,0.041666666666666664,0.1607666015625,1.41259765625,2.44384765625
1,0.049999999999999996,0.16339111328125,1.41265869140625,2.8271484375
1,0.058333333333333327,0.166015625,1.4127197265625,3.21051025390625
1,0.066666666666666666,0.16864013671875,1.41278076171875,3.59381103515625
1,0.075,0.1712646484375,1.4124755859375,3.97308349609375
1,0.083333333333333329,0.17376708984375,1.41162109375,4.34417724609375
1,0.09166666666666666,0.17626953125,1.40997314453125,4.7071533203125
1,0.099999999999999992,0.1787109375,1.40765380859375,5.06195068359375
1,0.10833333333333332,0.18109130859375,1.4046630859375,5.40863037109375
1,0.11666666666666665,0.18341064453125,1.40093994140625,5.74713134765625
1,0.12499999999999999,0.1856689453125,1.3966064453125,6.0775146484375
1,0.13333333333333333,0.1878662109375,1.39154052734375,6.3997802734375
1,0.14166666666666666,0.19000244140625,1.38580322265625,6.7138671875
1,0.15,0.19207763671875,1.37939453125,7.019775390625
1,0.15833333333333333,0.19415283203125,1.37225341796875,7.31756591796875
1,0.16666666666666666,0.19610595703125,1.364501953125,7.60723876953125
1,0.175,0.19805908203125,1.3560791015625,7.88873291015625
1,0.18333333333333332,0.19989013671875,1.346923828125,8.162109375
1,0.19166666666666665,0.20172119140625,1.337158203125,8.42730712890625
1,0.19999999999999998,0.2034912109375,1.32666015625,8.68438720703125
1,0.20833333333333331,0.2052001953125,1.3154296875,8.9373779296875
1,0.21666666666666665,0.20697021484375,1.3035888671875,9.19036865234375
1,0.22499999999999998,0.20867919921875,1.291015625,9.443359375
1,0.23333333333333331,0.21044921875,1.27783203125,9.69635009765625
1,0.24166666666666664,0.212158203125,1.26385498046875,9.9493408203125
1,0.24999999999999997,0.2138671875,1.24932861328125,10.20233154296875
1,0.2583333333333333,0.21563720703125,1.23406982421875,10.455322265625
1,0.26666666666666666,0.21734619140625,1.2181396484375,10.70831298828125
1,0.275,0.2191162109375,1.20147705078125,10.9613037109375
1,0.28333333333333338,0.2208251953125,1.18414306640625,11.21429443359375
