surface,x,y,z,normalX,normalY,normalZ,radiusM,hardness,strength
1,0.1728515625,0,0.02239990234375,0,1,0,0.44999998807907104,0.550000011920929,1
1,0.23822021484375,0,1.486572265625,0,1,0,0.44999998807907104,0.550000011920929,1
1,0.3035888671875,0,2.35076904296875,0,1,0,0.44999998807907104,0.550000011920929,1
1,0.3662109375,0,3.17822265625,0,1,0,0.44999998807907104,0.550000011920929,1
1,0.4232177734375,0,3.9322509765625,0,1,0,0.44999998807907104,0.550000011920929,1
1,0.4866943359375,0,4.771484375,0,1,0,0.44999998807907104,0.550000011920929,1
1,0.542236328125,0,5.50506591796875,0,1,0,0.44999998807907104,0.550000011920929,1
1,0.59613037109375,0,6.218017578125,0,1,0,0.44999998807907104,0.550000011920929,1
2,0.65008544921875,0.155029296875,6.9310302734375,0,0.93969273567199707,-0.342020183801651,0.44999998807907104,0.550000011920929,1
2,0.70404052734375,0.41455078125,7.64398193359375,0,0.93969273567199707,-0.342020183801651,0.44999998807907104,0.550000011920929,1
2,0.7579345703125,0.67401123046875,8.35693359375,0,0.93969273567199707,-0.342020183801651,0.44999998807907104,0.550000011920929,1
2,0.778564453125,0.77618408203125,8.6375732421875,0,0.93969273567199707,-0.342020183801651,0.591964066028595,0.550000011920929,1
