surface,x,y,z,normalX,normalY,normalZ,radiusM,hardness,strength
1,0.08746337890625,0,0.28607177734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.12115478515625,0,1.61590576171875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.072021484375,0,1.61419677734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.19793701171875,0,1.61083984375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.06964111328125,0,1.6190185546875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.1368408203125,0,1.61309814453125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.1497802734375,0,1.616455078125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.0872802734375,0,1.6185302734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.144775390625,0,1.6163330078125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.15484619140625,0,2.3458251953125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.056640625,0,2.3424072265625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.30841064453125,0,2.335693359375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.05181884765625,0,2.35198974609375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.1861572265625,0,2.34014892578125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.212158203125,0,2.346923828125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.087158203125,0,2.35101318359375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.2021484375,0,2.3466796875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.18707275390625,0,3.044677734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.0418701171875,0,3.03961181640625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.4141845703125,0,3.0296630859375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.03472900390625,0,3.05377197265625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.2333984375,0,3.03631591796875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.2718505859375,0,3.0462646484375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.08697509765625,0,3.05230712890625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.25701904296875,0,3.04595947265625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.223388671875,0,3.8310546875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.02520751953125,0,3.8240966796875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.533203125,0,3.810546875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.0155029296875,0,3.84344482421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.28656005859375,0,3.819580078125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.3389892578125,0,3.83319091796875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.0867919921875,0,3.8414306640625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.31878662109375,0,3.832763671875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.26104736328125,0,4.64666748046875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.00799560546875,0,4.63787841796875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.65667724609375,0,4.62054443359375,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.00445556640625,0,4.66253662109375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.34173583984375,0,4.632080078125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.40869140625,0,4.64947509765625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.08660888671875,0,4.65997314453125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.38287353515625,0,4.64886474609375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.29449462890625,0,5.3712158203125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.00732421875,0,5.3607177734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.766357421875,0,5.34002685546875,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.02215576171875,0,5.39013671875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.39068603515625,0,5.35382080078125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.4705810546875,0,5.37451171875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.08642578125,0,5.3870849609375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.4398193359375,0,5.373779296875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.32781982421875,0,6.09381103515625,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.0225830078125,0,6.08160400390625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.875732421875,0,6.0576171875,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.039794921875,0,6.11578369140625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.4395751953125,0,6.0736083984375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.53228759765625,0,6.09759521484375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.0863037109375,0,6.1121826171875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.49658203125,0,6.0968017578125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.36114501953125,0,6.81640625,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.037841796875,0,6.802490234375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.985107421875,0,6.775146484375,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.05743408203125,0,6.84136962890625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.4884033203125,0,6.79339599609375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.593994140625,0,6.82073974609375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.08612060546875,0,6.83734130859375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.5533447265625,0,6.81982421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.39453125,0,7.5389404296875,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.05316162109375,0,7.52337646484375,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.094482421875,0,7.49273681640625,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.07513427734375,0,7.5670166015625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.53729248046875,0,7.51318359375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.65576171875,0,7.54388427734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.0859375,0,7.5625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.610107421875,0,7.5428466796875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.4158935546875,0,8.00201416015625,0,1,0,0.24122367799282074,0.550000011920929,1
1,-0.06842041015625,0,8.2442626953125,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.203857421875,0,8.21026611328125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.0927734375,0,8.29266357421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.58612060546875,0,8.23297119140625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.71746826171875,0,8.2669677734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.0858154296875,0,8.28765869140625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.6668701171875,0,8.26580810546875,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.08367919921875,0,8.96514892578125,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.313232421875,0,8.9278564453125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.11041259765625,0,9.018310546875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.635009765625,0,8.9527587890625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.7791748046875,0,8.9901123046875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.08563232421875,0,9.0128173828125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.7236328125,0,8.98883056640625,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.12445068359375,0,9.5931396484375,0,1,0,0.27216771245002747,0.550000011920929,1
1,0.81475830078125,0,9.4072265625,0,1,0,0.27103531360626221,0.550000011920929,1
1,-0.09893798828125,0,9.68603515625,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.42254638671875,0,9.64544677734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.683837890625,0,9.67254638671875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.08544921875,0,9.7379150390625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.7803955078125,0,9.71185302734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.11419677734375,0,10.406982421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.53192138671875,0,10.36297607421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.732666015625,0,10.392333984375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.0853271484375,0,10.46307373046875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.837158203125,0,10.43487548828125,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.56573486328125,0,10.5845947265625,0,1,0,0.26998710632324219,0.550000011920929,1
1,-0.1295166015625,0,11.12786865234375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.78155517578125,0,11.11212158203125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.08514404296875,0,11.188232421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.8939208984375,0,11.1578369140625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.0850830078125,0,11.51806640625,0,1,0,0.28637471795082092,0.550000011920929,1
1,0.91375732421875,0,11.4105224609375,0,1,0,0.26238083839416504,0.550000011920929,1
1,-0.144775390625,0,11.8487548828125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.83038330078125,0,11.8319091796875,0,1,0,0.18000000715255737,0.550000011920929,1
2,-0.1474609375,0.59197998046875,12,0,1.1920928955078125E-07,-1.0000001192092896,0.26992246508598328,0.550000011920929,1
2,0.84014892578125,0.5347900390625,12,0,1.1920928955078125E-07,-1.0000001192092896,0.31618037819862366,0.550000011920929,1
