surface,x,y,z,normalX,normalY,normalZ,radiusM,hardness,strength
1,0.10113525390625,0,10.41168212890625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.1021728515625,0,11.1329345703125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.10321044921875,0,11.85418701171875,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.67364501953125,0,11.88671875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.53399658203125,0,11.90045166015625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.104248046875,0,12.575439453125,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.33892822265625,0,12.585205078125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.72369384765625,0,12.610107421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.5633544921875,0,12.624755859375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.10528564453125,0,13.29669189453125,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.41619873046875,0,13.3070068359375,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.77374267578125,0,13.33349609375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.59271240234375,0,13.34906005859375,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.47247314453125,0,13.36346435546875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.5076904296875,0,13.3695068359375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.10614013671875,0,13.89776611328125,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.493408203125,0,14.02886962890625,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.82379150390625,0,14.056884765625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.6220703125,0,14.0733642578125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.5050048828125,0,14.08856201171875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.5321044921875,0,14.094970703125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.1068115234375,0,14.39031982421875,0,1,0,0.24122367799282074,0.550000011920929,1
1,-0.86553955078125,0,14.65972900390625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.64654541015625,0,14.67694091796875,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.57061767578125,0,14.750732421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.53759765625,0,14.813720703125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.5565185546875,0,14.82049560546875,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.9072265625,0,15.2625732421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.6710205078125,0,15.280517578125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.87109375,0,15.46844482421875,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.6478271484375,0,15.47259521484375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.42437744140625,0,15.501953125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.57012939453125,0,15.538818359375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.58099365234375,0,15.54595947265625,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.9473876953125,0,15.84344482421875,0,1,0,0.27216771245002747,0.550000011920929,1
1,0.68896484375,0,15.7235107421875,0,1,0,0.27103531360626221,0.550000011920929,1
1,1.712158203125,0,16.07415771484375,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.59722900390625,0,16.14312744140625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.601318359375,0,16.1505126953125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.91851806640625,0,16.1900634765625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.44110107421875,0,16.2252197265625,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.77655029296875,0,16.6756591796875,0,1,0,0.18000000715255737,0.550000011920929,1
1,1.7852783203125,0,16.7569580078125,0,1,0,0.26998710632324219,0.550000011920929,1
1,-0.62432861328125,0,16.74737548828125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.62164306640625,0,16.755126953125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.9659423828125,0,16.9117431640625,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.457763671875,0,16.94854736328125,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.6514892578125,0,17.3516845703125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.64202880859375,0,17.35968017578125,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.47161865234375,0,17.55133056640625,0,1,0,0.18000000715255737,0.550000011920929,1
1,-0.65936279296875,0,17.527587890625,0,1,0,0.28637471795082092,0.550000011920929,1
1,0.64581298828125,0,17.4708251953125,0,1,0,0.26238083839416504,0.550000011920929,1
1,-1.013427734375,0,17.63336181640625,0,1,0,0.18000000715255737,0.550000011920929,1
1,-1.05291748046875,0,18.2347412109375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.48553466796875,0,18.154052734375,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.49945068359375,0,18.7568359375,0,1,0,0.18000000715255737,0.550000011920929,1
1,-1.09246826171875,0,18.83612060546875,0,1,0,0.18000000715255737,0.550000011920929,1
1,0.50811767578125,0,19.13409423828125,0,1,0,0.31618037819862366,0.550000011920929,1
