shot,ageSeconds,x,y,z
1,0,0.14764404296875,4.87225341796875,0.5272216796875
1,0.0083333333333333332,0.15179443359375,4.87109375,0.822998046875
1,0.016666666666666666,0.15594482421875,4.869873046875,1.11883544921875
1,0.025,0.16009521484375,4.86871337890625,1.41461181640625
1,0.033333333333333333,0.16424560546875,4.8675537109375,1.71044921875
1,0.041666666666666664,0.16839599609375,4.8663330078125,2.0062255859375
1,0.049999999999999996,0.17254638671875,4.86517333984375,2.30206298828125
1,0.058333333333333327,0.17669677734375,4.86395263671875,2.59783935546875
1,0.066666666666666666,0.18084716796875,4.86279296875,2.89361572265625
1,0.075,0.1849365234375,4.86126708984375,3.186279296875
1,0.083333333333333329,0.18896484375,4.859130859375,3.47265625
1,0.09166666666666666,0.19287109375,4.8563232421875,3.75274658203125
1,0.099999999999999992,0.19671630859375,4.85284423828125,4.02655029296875
1,0.10833333333333332,0.20050048828125,4.84869384765625,4.2940673828125
1,0.11666666666666665,0.20416259765625,4.8438720703125,4.5552978515625
1,0.12499999999999999,0.207763671875,4.8385009765625,4.81024169921875
1,0.13333333333333333,0.21124267578125,4.83233642578125,5.05889892578125
1,0.14166666666666666,0.214599609375,4.82562255859375,5.30126953125
1,0.15,0.21795654296875,4.81817626953125,5.537353515625
1,0.15833333333333333,0.22113037109375,4.81011962890625,5.76715087890625
1,0.16666666666666666,0.22430419921875,4.8013916015625,5.99066162109375
1,0.175,0.22735595703125,4.79205322265625,6.2078857421875
1,0.18333333333333332,0.23028564453125,4.781982421875,6.41888427734375
1,0.19166666666666665,0.233154296875,4.7713623046875,6.62353515625
1,0.19999999999999998,0.2359619140625,4.760009765625,6.8218994140625
1,0.20833333333333331,0.23870849609375,4.74798583984375,7.01708984375
1,0.21666666666666665,0.241455078125,4.73529052734375,7.21234130859375
1,0.22499999999999998,0.24420166015625,4.721923828125,7.4075927734375
1,0.23333333333333331,0.24688720703125,4.7078857421875,7.602783203125
1,0.24166666666666664,0.2496337890625,4.693115234375,7.79803466796875
1,0.24999999999999997,0.25238037109375,4.677734375,7.9932861328125
1,0.2583333333333333,0.255126953125,4.66168212890625,8.1884765625
1,0.26666666666666666,0.25787353515625,4.6448974609375,8.38372802734375
1,0.275,0.2606201171875,4.62744140625,8.5789794921875
1,0.28333333333333333,0.26336669921875,4.6092529296875,8.774169921875
1,0.29166666666666669,0.26611328125,4.5904541015625,8.96942138671875
1,0.3,0.268798828125,4.57098388671875,9.16461181640625
1,0.30833333333333335,0.27154541015625,4.55078125,9.35986328125
1,0.31666666666666665,0.2742919921875,4.5299072265625,9.55511474609375
1,0.325,0.27703857421875,4.50836181640625,9.75030517578125
1,0.33333333333333331,0.27978515625,4.4862060546875,9.945556640625
1,0.34166666666666667,0.28253173828125,4.46331787109375,10.14080810546875
1,0.35,0.2852783203125,4.439697265625,10.33599853515625
1,0.35833333333333334,0.28802490234375,4.4154052734375,10.53125
1,0.36666666666666664,0.29071044921875,4.3905029296875,10.7264404296875
1,0.375,0.29345703125,4.36492919921875,10.92169189453125
1,0.38333333333333336,0.29620361328125,4.338623046875,11.116943359375
1,0.39166666666666672,0.2989501953125,4.31158447265625,11.3121337890625
1,0.4,0.30169677734375,4.283935546875,11.50738525390625
1,0.40833333333333338,0.304443359375,4.255615234375,11.70263671875
1,0.41666666666666669,0.30718994140625,4.22662353515625,11.8978271484375
1,0.42500000000000004,0.3099365234375,4.1968994140625,12.09307861328125
1,0.43333333333333335,0.3126220703125,4.16650390625,12.288330078125
1,0.44166666666666671,0.31536865234375,4.1353759765625,12.4835205078125
1,0.45,0.318115234375,4.10369873046875,12.67877197265625
1,0.45833333333333337,0.32086181640625,4.0712890625,12.87396240234375
1,0.46666666666666667,0.3236083984375,4.03814697265625,13.0692138671875
1,0.47500000000000003,0.32635498046875,4.00433349609375,13.26446533203125
1,0.48333333333333334,0.3291015625,3.96990966796875,13.45965576171875
1,0.4916666666666667,0.33184814453125,3.93475341796875,13.6549072265625
1,0.5,0.33453369140625,3.89892578125,13.85015869140625
1,0.5083333333333333,0.3372802734375,3.8624267578125,14.04534912109375
1,0.51666666666666661,0.34002685546875,3.8251953125,14.2406005859375
1,0.52499999999999991,0.3427734375,3.787353515625,14.43585205078125
1,0.53333333333333321,0.34552001953125,3.748779296875,14.63104248046875
1,0.54166666666666652,0.3482666015625,3.70953369140625,14.8262939453125
1,0.54999999999999982,0.35101318359375,3.66961669921875,15.021484375
1,0.55833333333333313,0.353759765625,3.62908935546875,15.21673583984375
1,0.56666666666666643,0.35650634765625,3.58782958984375,15.4119873046875
1,0.57499999999999973,0.35919189453125,3.54583740234375,15.607177734375
1,0.583333333333333,0.3619384765625,3.503173828125,15.80242919921875
1,0.59166666666666634,0.36468505859375,3.4598388671875,15.9976806640625
1,0.59999999999999964,0.367431640625,3.4158935546875,16.19287109375
1,0.608333333333333,0.37017822265625,3.3712158203125,16.38812255859375
1,0.61666666666666625,0.3729248046875,3.32586669921875,16.5833740234375
1,0.62499999999999956,0.37567138671875,3.27978515625,16.778564453125
1,0.63333333333333286,0.37841796875,3.233154296875,16.97381591796875
1,0.64166666666666616,0.381103515625,3.18572998046875,17.16900634765625
1,0.64999999999999947,0.38385009765625,3.13763427734375,17.3642578125
1,0.65833333333333277,0.3865966796875,3.0888671875,17.55950927734375
1,0.66666666666666607,0.38934326171875,3.0394287109375,17.75469970703125
1,0.67499999999999938,0.39208984375,2.98931884765625,17.949951171875
1,0.68333333333333268,0.39483642578125,2.93853759765625,18.14520263671875
1,0.691666666666666,0.3975830078125,2.88702392578125,18.34039306640625
1,0.69999999999999929,0.40032958984375,2.8348388671875,18.53564453125
