surface,x,y,z,normalX,normalY,normalZ,radiusM,hardness,strength
1,0.14764404296875,0,-0.07275390625,0,1,0,0.57999998331069946,0.550000011920929,1
1,0.2021484375,0,1.3587646484375,0,1,0,0.57999998331069946,0.550000011920929,1
1,0.256591796875,0,2.1903076171875,0,1,0,0.57999998331069946,0.550000011920929,1
1,0.30877685546875,0,2.98651123046875,0,1,0,0.57999998331069946,0.550000011920929,1
1,0.35626220703125,0,3.7120361328125,0,1,0,0.57999998331069946,0.550000011920929,1
1,0.4091796875,0,4.51959228515625,0,1,0,0.57999998331069946,0.550000011920929,1
1,0.4554443359375,0,5.2254638671875,0,1,0,0.57999998331069946,0.550000011920929,1
1,0.50933837890625,0,6.0487060546875,0,1,0,0.57999998331069946,0.550000011920929,1
2,0.56329345703125,0.133544921875,6.8719482421875,0,0.93969273567199707,-0.342020183801651,0.57999998331069946,0.550000011920929,1
2,0.6171875,0.43316650390625,7.6951904296875,0,0.93969273567199707,-0.342020183801651,0.57999998331069946,0.550000011920929,1
2,0.671142578125,0.7327880859375,8.5184326171875,0,0.93969273567199707,-0.342020183801651,0.57999998331069946,0.550000011920929,1
2,0.67822265625,0.77532958984375,8.63519287109375,0,0.93969273567199707,-0.342020183801651,0.69196408987045288,0.550000011920929,1
