surface,x,y,z,normalX,normalY,normalZ,radiusM,hardness,strength
1,0.08746337890625,0,0.28607177734375,0,1,0,0.18000000715255737,0.550000011920929,1
2,0.3900146484375,1.436767578125,1,0,1.1920928955078125E-07,-1.0000001192092896,0.27216771245002747,0.550000011920929,1
2,0.5157470703125,1.47027587890625,1,0,1.1920928955078125E-07,-1.0000001192092896,0.24122367799282074,0.550000011920929,1
2,0.3861083984375,1.49609375,1,0,1.1920928955078125E-07,-1.0000001192092896,0.26992246508598328,0.550000011920929,1
1,0.70977783203125,0,0.9368896484375,0,1,0,0.18000000715255737,0.550000011920929,1
2,0.5806884765625,1.6378173828125,1,0,1.1920928955078125E-07,-1.0000001192092896,0.31618037819862366,0.550000011920929,1
2,0.63763427734375,1.5697021484375,1,0,1.1920928955078125E-07,-1.0000001192092896,0.27103531360626221,0.550000011920929,1
2,0.42083740234375,1.486572265625,1,0,1.1920928955078125E-07,-1.0000001192092896,0.28637471795082092,0.550000011920929,1
2,0.61614990234375,1.61102294921875,1,0,1.1920928955078125E-07,-1.0000001192092896,0.26238083839416504,0.550000011920929,1
2,1.17584228515625,1.93182373046875,1,0,1.1920928955078125E-07,-1.0000001192092896,0.26998710632324219,0.550000011920929,1
